,CONDITION,TYPE,Roadname,System ID,PCI,Distress Description
294,POOR,CONCRETE,E Miller DR,q4213,63.0,LONGITUDINAL/TRANSVERSE CRACKING
295,POOR,CONCRETE,E Miller DR,q4213,63.0,WEATHERING
296,POOR,CONCRETE,E Miller DR,q4213,63.0,LONGITUDINAL/TRANSVERSE CRACKING
297,POOR,CONCRETE,E Miller DR,q4213,63.0,ALLIGATOR CRACKING
298,POOR,CONCRETE,E Miller DR,q4213,63.0,LONGITUDINAL/TRANSVERSE CRACKING
299,POOR,CONCRETE,E Miller DR,q4213,63.0,WEATHERING
300,POOR,CONCRETE,E Miller DR,q4213,63.0,ALLIGATOR CRACKING
301,POOR,CONCRETE,E Morningside DR,v4512,55.0,WEATHERING
302,POOR,CONCRETE,E Morningside DR,v4512,55.0,ALLIGATOR CRACKING
303,POOR,CONCRETE,E Morningside DR,v4512,55.0,LONGITUDINAL/TRANSVERSE CRACKING
304,POOR,CONCRETE,E Morningside DR,v4512,55.0,WEATHERING
305,POOR,CONCRETE,E Morningside DR,v4512,55.0,ALLIGATOR CRACKING
306,POOR,CONCRETE,E Morningside DR,v4512,55.0,LONGITUDINAL/TRANSVERSE CRACKING
307,POOR,CONCRETE,E Morningside DR,v4512,55.0,POTHOLE
308,POOR,CONCRETE,E Morningside DR,v4512,55.0,WEATHERING
309,POOR,CONCRETE,E Morningside DR,v4512,55.0,ALLIGATOR CRACKING
310,POOR,CONCRETE,E Morningside DR,v4512,55.0,LONGITUDINAL/TRANSVERSE CRACKING
311,POOR,CONCRETE,E Morningside DR,v4512,55.0,WEATHERING
312,POOR,CONCRETE,E Morningside DR,v4512,55.0,ALLIGATOR CRACKING
313,POOR,CONCRETE,E Morningside DR,v4512,55.0,LONGITUDINAL/TRANSVERSE CRACKING
314,POOR,CONCRETE,E Morningside DR,v4512,55.0,POTHOLE
315,POOR,CONCRETE,E Poplar DR,t4021,45.0,LONGITUDINAL/TRANSVERSE CRACKING
316,POOR,CONCRETE,E Poplar DR,t4021,45.0,WEATHERING
317,POOR,CONCRETE,E Poplar DR,t4021,45.0,ALLIGATOR CRACKING
318,POOR,CONCRETE,E Regents CT,rcl765,35.0,LONGITUDINAL/TRANSVERSE CRACKING
319,POOR,CONCRETE,E Regents CT,rcl765,35.0,WEATHERING
320,POOR,CONCRETE,E Regents CT,rcl765,35.0,ALLIGATOR CRACKING
321,POOR,CONCRETE,E Rhorer RD,rcl1493,38.0,LONGITUDINAL/TRANSVERSE CRACKING
322,POOR,CONCRETE,E Rhorer RD,rcl1493,38.0,ALLIGATOR CRACKING
323,POOR,CONCRETE,E Rhorer RD,rcl1493,38.0,WEATHERING
324,POOR,CONCRETE,E Rhorer RD,rcl1493,38.0,RUTTING
325,POOR,CONCRETE,E Rhorer RD,rcl1493,38.0,LONGITUDINAL/TRANSVERSE CRACKING
326,POOR,CONCRETE,E Rhorer RD,rcl1493,38.0,RUTTING
327,POOR,CONCRETE,E Rhorer RD,rcl1493,38.0,PATCH/UTILITY CUT
328,POOR,CONCRETE,E Rhorer RD,rcl1493,38.0,LONGITUDINAL/TRANSVERSE CRACKING
329,POOR,CONCRETE,E Rhorer RD,rcl1493,38.0,ALLIGATOR CRACKING
330,POOR,CONCRETE,E Rhorer RD,rcl1493,38.0,WEATHERING
331,POOR,CONCRETE,E Rhorer RD,rcl1493,38.0,ALLIGATOR CRACKING
332,POOR,CONCRETE,E Rhorer RD,rcl1493,38.0,LONGITUDINAL/TRANSVERSE CRACKING
333,POOR,CONCRETE,E Rhorer RD,rcl1493,38.0,ALLIGATOR CRACKING
334,POOR,CONCRETE,E Rhorer RD,rcl1493,38.0,WEATHERING
335,POOR,CONCRETE,E Rhorer RD,rcl1493,38.0,RUTTING
336,POOR,CONCRETE,E Rhorer RD,rcl1493,38.0,LONGITUDINAL/TRANSVERSE CRACKING
337,POOR,CONCRETE,E Rhorer RD,rcl1493,38.0,RUTTING
338,POOR,CONCRETE,E Rhorer RD,rcl1493,38.0,PATCH/UTILITY CUT
339,POOR,CONCRETE,E Rhorer RD,rcl1493,38.0,LONGITUDINAL/TRANSVERSE CRACKING
340,POOR,CONCRETE,E Rhorer RD,rcl1493,38.0,ALLIGATOR CRACKING
341,POOR,CONCRETE,E Rhorer RD,rcl1493,38.0,WEATHERING
342,POOR,CONCRETE,E Rhorer RD,rcl1493,38.0,ALLIGATOR CRACKING
343,POOR,CONCRETE,E Rhorer RD,rcl1493,38.0,LONGITUDINAL/TRANSVERSE CRACKING
344,POOR,CONCRETE,E Rhorer RD,rcl1493,38.0,ALLIGATOR CRACKING
345,POOR,CONCRETE,E Rhorer RD,rcl1493,38.0,WEATHERING
346,POOR,CONCRETE,E Rhorer RD,rcl1493,38.0,RUTTING
347,POOR,CONCRETE,E Rhorer RD,rcl1493,38.0,LONGITUDINAL/TRANSVERSE CRACKING
348,POOR,CONCRETE,E Rhorer RD,rcl1493,38.0,RUTTING
349,POOR,CONCRETE,E Rhorer RD,rcl1493,38.0,PATCH/UTILITY CUT
350,POOR,CONCRETE,E Rhorer RD,rcl1493,38.0,LONGITUDINAL/TRANSVERSE CRACKING
351,POOR,CONCRETE,E Rhorer RD,rcl1493,38.0,ALLIGATOR CRACKING
352,POOR,CONCRETE,E Rhorer RD,rcl1493,38.0,WEATHERING
353,POOR,CONCRETE,E Rhorer RD,rcl1493,38.0,ALLIGATOR CRACKING
354,POOR,CONCRETE,E Thornton DR,s4210,61.0,ALLIGATOR CRACKING
355,POOR,CONCRETE,E Thornton DR,s4210,61.0,LONGITUDINAL/TRANSVERSE CRACKING
356,POOR,CONCRETE,E Thornton DR,s4210,61.0,ALLIGATOR CRACKING
357,POOR,CONCRETE,E Thornton DR,s4210,61.0,WEATHERING
358,POOR,CONCRETE,E Thornton DR,s4210,61.0,ALLIGATOR CRACKING
359,POOR,CONCRETE,E Thornton DR,s4210,61.0,ALLIGATOR CRACKING
360,POOR,CONCRETE,E Thornton DR,s4210,61.0,WEATHERING
361,POOR,CONCRETE,E Thornton DR,s4210,61.0,LONGITUDINAL/TRANSVERSE CRACKING
362,POOR,CONCRETE,E Thornton DR,s4210,61.0,WEATHERING
363,POOR,CONCRETE,E Thornton DR,s4210,61.0,LONGITUDINAL/TRANSVERSE CRACKING
364,POOR,CONCRETE,E Thornton DR,s4210,61.0,ALLIGATOR CRACKING
365,POOR,CONCRETE,E Thornton DR,s4210,61.0,ALLIGATOR CRACKING
366,POOR,CONCRETE,E Thornton DR,s4210,61.0,LONGITUDINAL/TRANSVERSE CRACKING
367,POOR,CONCRETE,E Thornton DR,s4210,61.0,ALLIGATOR CRACKING
368,POOR,CONCRETE,E Thornton DR,s4210,61.0,WEATHERING
369,POOR,CONCRETE,E Thornton DR,s4210,61.0,ALLIGATOR CRACKING
370,POOR,CONCRETE,E Thornton DR,s4210,61.0,ALLIGATOR CRACKING
371,POOR,CONCRETE,E Thornton DR,s4210,61.0,WEATHERING
372,POOR,CONCRETE,E Thornton DR,s4210,61.0,LONGITUDINAL/TRANSVERSE CRACKING
373,POOR,CONCRETE,E Thornton DR,s4210,61.0,WEATHERING
374,POOR,CONCRETE,E Thornton DR,s4210,61.0,LONGITUDINAL/TRANSVERSE CRACKING
375,POOR,CONCRETE,E Thornton DR,s4210,61.0,ALLIGATOR CRACKING
376,POOR,CONCRETE,E Thornton DR,s4210,61.0,ALLIGATOR CRACKING
377,POOR,CONCRETE,E Thornton DR,s4210,61.0,LONGITUDINAL/TRANSVERSE CRACKING
378,POOR,CONCRETE,E Thornton DR,s4210,61.0,ALLIGATOR CRACKING
379,POOR,CONCRETE,E Thornton DR,s4210,61.0,WEATHERING
380,POOR,CONCRETE,E Thornton DR,s4210,61.0,ALLIGATOR CRACKING
381,POOR,CONCRETE,E Thornton DR,s4210,61.0,ALLIGATOR CRACKING
382,POOR,CONCRETE,E Thornton DR,s4210,61.0,WEATHERING
383,POOR,CONCRETE,E Thornton DR,s4210,61.0,LONGITUDINAL/TRANSVERSE CRACKING
384,POOR,CONCRETE,E Thornton DR,s4210,61.0,WEATHERING
385,POOR,CONCRETE,E Thornton DR,s4210,61.0,LONGITUDINAL/TRANSVERSE CRACKING
386,POOR,CONCRETE,E Thornton DR,s4210,61.0,ALLIGATOR CRACKING
387,POOR,CONCRETE,E University ST,q4413,73.0,LONGITUDINAL/TRANSVERSE CRACKING
388,POOR,CONCRETE,E University ST,q4413,73.0,LONGITUDINAL/TRANSVERSE CRACKING
389,POOR,CONCRETE,E University ST,q4413,73.0,WEATHERING
390,POOR,CONCRETE,E University ST,q4414,40.0,LONGITUDINAL/TRANSVERSE CRACKING
391,POOR,CONCRETE,E University ST,q4414,40.0,PATCH/UTILITY CUT
392,POOR,CONCRETE,E University ST,q4414,40.0,WEATHERING
393,POOR,CONCRETE,E University ST,q4414,40.0,ALLIGATOR CRACKING
394,POOR,CONCRETE,E University ST,q4414,40.0,ALLIGATOR CRACKING
395,POOR,CONCRETE,E University ST,q4414,40.0,ALLIGATOR CRACKING
396,POOR,CONCRETE,E University ST,q4414,40.0,WEATHERING
397,POOR,CONCRETE,E University ST,q4414,40.0,ALLIGATOR CRACKING
398,POOR,CONCRETE,E University ST,q4414,40.0,PATCH/UTILITY CUT
399,POOR,CONCRETE,E University ST,q4414,40.0,LONGITUDINAL/TRANSVERSE CRACKING
400,POOR,CONCRETE,E University ST,q4414,40.0,LONGITUDINAL/TRANSVERSE CRACKING
401,POOR,CONCRETE,E University ST,q4414,40.0,PATCH/UTILITY CUT
402,POOR,CONCRETE,E University ST,q4414,40.0,WEATHERING
403,POOR,CONCRETE,E University ST,q4414,40.0,ALLIGATOR CRACKING
404,POOR,CONCRETE,E University ST,q4414,40.0,ALLIGATOR CRACKING
405,POOR,CONCRETE,E University ST,q4414,40.0,ALLIGATOR CRACKING
406,POOR,CONCRETE,E University ST,q4414,40.0,WEATHERING
407,POOR,CONCRETE,E University ST,q4414,40.0,ALLIGATOR CRACKING
408,POOR,CONCRETE,E University ST,q4414,40.0,PATCH/UTILITY CUT
409,POOR,CONCRETE,E University ST,q4414,40.0,LONGITUDINAL/TRANSVERSE CRACKING
410,POOR,CONCRETE,E University ST,q4414,40.0,LONGITUDINAL/TRANSVERSE CRACKING
411,POOR,CONCRETE,E University ST,q4414,40.0,PATCH/UTILITY CUT
412,POOR,CONCRETE,E University ST,q4414,40.0,WEATHERING
413,POOR,CONCRETE,E University ST,q4414,40.0,ALLIGATOR CRACKING
414,POOR,CONCRETE,E University ST,q4414,40.0,ALLIGATOR CRACKING
415,POOR,CONCRETE,E University ST,q4414,40.0,ALLIGATOR CRACKING
416,POOR,CONCRETE,E University ST,q4414,40.0,WEATHERING
417,POOR,CONCRETE,E University ST,q4414,40.0,ALLIGATOR CRACKING
418,POOR,CONCRETE,E University ST,q4414,40.0,PATCH/UTILITY CUT
419,POOR,CONCRETE,E University ST,q4414,40.0,LONGITUDINAL/TRANSVERSE CRACKING
420,POOR,CONCRETE,E University ST,q4415,35.0,LONGITUDINAL/TRANSVERSE CRACKING
421,POOR,CONCRETE,E University ST,q4415,35.0,ALLIGATOR CRACKING
422,POOR,CONCRETE,E University ST,q4415,35.0,ALLIGATOR CRACKING
423,POOR,CONCRETE,E University ST,q4415,35.0,WEATHERING
424,POOR,CONCRETE,E University ST,q4415,35.0,LONGITUDINAL/TRANSVERSE CRACKING
425,POOR,CONCRETE,E University ST,q4415,35.0,ALLIGATOR CRACKING
426,POOR,CONCRETE,E University ST,q4415,35.0,ALLIGATOR CRACKING
427,POOR,CONCRETE,E University ST,q4415,35.0,WEATHERING
428,POOR,CONCRETE,E University ST,r4420,66.0,LONGITUDINAL/TRANSVERSE CRACKING
429,POOR,CONCRETE,E University ST,r4420,66.0,LONGITUDINAL/TRANSVERSE CRACKING
430,POOR,CONCRETE,E University ST,r4420,66.0,WEATHERING
431,POOR,CONCRETE,E University ST,r4420,66.0,WEATHERING
432,POOR,CONCRETE,E University ST,r4420,66.0,LONGITUDINAL/TRANSVERSE CRACKING
433,POOR,CONCRETE,E University ST,r4420,66.0,ALLIGATOR CRACKING
434,POOR,CONCRETE,E University ST,r4420,66.0,LONGITUDINAL/TRANSVERSE CRACKING
435,POOR,CONCRETE,E University ST,r4420,66.0,LONGITUDINAL/TRANSVERSE CRACKING
436,POOR,CONCRETE,E University ST,r4420,66.0,LONGITUDINAL/TRANSVERSE CRACKING
437,POOR,CONCRETE,E University ST,r4420,66.0,WEATHERING
438,POOR,CONCRETE,E University ST,r4420,66.0,WEATHERING
439,POOR,CONCRETE,E University ST,r4420,66.0,LONGITUDINAL/TRANSVERSE CRACKING
440,POOR,CONCRETE,E University ST,r4420,66.0,ALLIGATOR CRACKING
441,POOR,CONCRETE,E University ST,r4420,66.0,LONGITUDINAL/TRANSVERSE CRACKING
442,POOR,CONCRETE,E University ST,r4420,66.0,LONGITUDINAL/TRANSVERSE CRACKING
443,POOR,CONCRETE,E University ST,r4420,66.0,LONGITUDINAL/TRANSVERSE CRACKING
444,POOR,CONCRETE,E University ST,r4420,66.0,WEATHERING
445,POOR,CONCRETE,E University ST,r4420,66.0,WEATHERING
446,POOR,CONCRETE,E University ST,r4420,66.0,LONGITUDINAL/TRANSVERSE CRACKING
447,POOR,CONCRETE,E University ST,r4420,66.0,ALLIGATOR CRACKING
448,POOR,CONCRETE,E University ST,r4420,66.0,LONGITUDINAL/TRANSVERSE CRACKING
449,POOR,CONCRETE,E University ST,r4420,66.0,LONGITUDINAL/TRANSVERSE CRACKING
450,POOR,CONCRETE,E University ST,r4420,66.0,LONGITUDINAL/TRANSVERSE CRACKING
451,POOR,CONCRETE,E University ST,r4420,66.0,WEATHERING
452,POOR,CONCRETE,E University ST,r4420,66.0,WEATHERING
453,POOR,CONCRETE,E University ST,r4420,66.0,LONGITUDINAL/TRANSVERSE CRACKING
454,POOR,CONCRETE,E University ST,r4420,66.0,ALLIGATOR CRACKING
455,POOR,CONCRETE,E University ST,r4420,66.0,LONGITUDINAL/TRANSVERSE CRACKING
456,POOR,CONCRETE,E University ST,r4421,67.0,WEATHERING
457,POOR,CONCRETE,E University ST,r4421,67.0,ALLIGATOR CRACKING
458,POOR,CONCRETE,E University ST,r4421,67.0,LONGITUDINAL/TRANSVERSE CRACKING
459,POOR,CONCRETE,E University ST,r4421,67.0,WEATHERING
460,POOR,CONCRETE,E University ST,r4421,67.0,ALLIGATOR CRACKING
461,POOR,CONCRETE,E University ST,r4421,67.0,LONGITUDINAL/TRANSVERSE CRACKING
462,POOR,CONCRETE,E University ST,r4421,67.0,WEATHERING
463,POOR,CONCRETE,E University ST,r4421,67.0,ALLIGATOR CRACKING
464,POOR,CONCRETE,E University ST,r4421,67.0,LONGITUDINAL/TRANSVERSE CRACKING
465,POOR,CONCRETE,E Wellington CT,q3912,50.0,LONGITUDINAL/TRANSVERSE CRACKING
466,POOR,CONCRETE,E Wellington CT,q3912,50.0,ALLIGATOR CRACKING
467,POOR,CONCRETE,E Wellington CT,q3912,50.0,WEATHERING
468,POOR,CONCRETE,E Winston ST,u4221,58.0,WEATHERING
469,POOR,CONCRETE,E Winston ST,u4221,58.0,ALLIGATOR CRACKING
470,POOR,CONCRETE,E Winston ST,u4221,58.0,LONGITUDINAL/TRANSVERSE CRACKING
471,POOR,CONCRETE,E Winston ST,u4221,58.0,ALLIGATOR CRACKING
472,POOR,CONCRETE,E Winston ST,u4221,58.0,ALLIGATOR CRACKING
473,POOR,CONCRETE,E Winston ST,u4221,58.0,PATCH/UTILITY CUT
474,POOR,CONCRETE,E Winston ST,u4221,58.0,WEATHERING
475,POOR,CONCRETE,E Winston ST,u4221,58.0,LONGITUDINAL/TRANSVERSE CRACKING
476,POOR,CONCRETE,N College AVE,q461,82.0,LONGITUDINAL/TRANSVERSE CRACKING
477,POOR,CONCRETE,N College AVE,q461,82.0,WEATHERING
478,POOR,CONCRETE,N College AVE,q461,82.0,ALLIGATOR CRACKING
479,POOR,CONCRETE,N College AVE,q461,82.0,PATCH/UTILITY CUT
480,POOR,CONCRETE,N College AVE,q461,82.0,LONGITUDINAL/TRANSVERSE CRACKING
481,POOR,CONCRETE,N College AVE,q461,82.0,WEATHERING
482,POOR,CONCRETE,N College AVE,q461,82.0,PATCH/UTILITY CUT
483,POOR,CONCRETE,N College AVE,q474,91.0,WEATHERING
484,POOR,CONCRETE,N College AVE,q474,91.0,ALLIGATOR CRACKING
485,POOR,CONCRETE,N College AVE,q4845,80.0,LONGITUDINAL/TRANSVERSE CRACKING
486,POOR,CONCRETE,N College AVE,q4845,80.0,WEATHERING
487,POOR,CONCRETE,N College AVE,q4845,80.0,PATCH/UTILITY CUT
488,POOR,CONCRETE,N College AVE,q4845,80.0,WEATHERING
489,POOR,CONCRETE,N College AVE,q4845,80.0,LONGITUDINAL/TRANSVERSE CRACKING
490,POOR,CONCRETE,N College AVE,q4845,80.0,PATCH/UTILITY CUT
491,POOR,CONCRETE,N College AVE,q4845,80.0,LONGITUDINAL/TRANSVERSE CRACKING
492,POOR,CONCRETE,N College AVE,q4845,80.0,WEATHERING
493,POOR,CONCRETE,N College AVE,q4845,80.0,PATCH/UTILITY CUT
494,POOR,CONCRETE,N College AVE,q4845,80.0,LONGITUDINAL/TRANSVERSE CRACKING
495,POOR,CONCRETE,N College AVE,q4845,80.0,WEATHERING
496,POOR,CONCRETE,N College AVE,q4845,80.0,ALLIGATOR CRACKING
497,POOR,CONCRETE,N Dunn ST,q4726,79.0,LONGITUDINAL/TRANSVERSE CRACKING
498,POOR,CONCRETE,N Dunn ST,q4726,79.0,PATCH/UTILITY CUT
499,POOR,CONCRETE,N Dunn ST,q4726,79.0,LONGITUDINAL/TRANSVERSE CRACKING
500,POOR,CONCRETE,N Dunn ST,q4726,79.0,WEATHERING
501,POOR,CONCRETE,N Fairview ST,p4616,15.0,LONGITUDINAL/TRANSVERSE CRACKING
502,POOR,CONCRETE,N Fairview ST,p4616,15.0,ALLIGATOR CRACKING
503,POOR,CONCRETE,N Fairview ST,p4616,15.0,WEATHERING
504,POOR,CONCRETE,N Fairview ST,p4616,15.0,LONGITUDINAL/TRANSVERSE CRACKING
505,POOR,CONCRETE,N Fairview ST,p4616,15.0,ALLIGATOR CRACKING
506,POOR,CONCRETE,N Fairview ST,p4616,15.0,WEATHERING
508,POOR,CONCRETE,N Grant ST,q4544,53.0,ALLIGATOR CRACKING
509,POOR,CONCRETE,N Grant ST,q4544,53.0,WEATHERING
510,POOR,CONCRETE,N Grant ST,q4544,53.0,BLOCK CRACKING
511,POOR,CONCRETE,N Grant ST,q4544,53.0,BLOCK CRACKING
512,POOR,CONCRETE,N Grant ST,q4544,53.0,ALLIGATOR CRACKING
513,POOR,CONCRETE,N Grant ST,q4544,53.0,WEATHERING
514,POOR,CONCRETE,N Grant ST,q4544,53.0,BLOCK CRACKING
515,POOR,CONCRETE,N Grant ST,q4544,53.0,BLOCK CRACKING
516,POOR,CONCRETE,N Grant ST,q4545,71.0,ALLIGATOR CRACKING
517,POOR,CONCRETE,N Grant ST,q4545,71.0,WEATHERING
518,POOR,CONCRETE,N Grant ST,q4545,71.0,LONGITUDINAL/TRANSVERSE CRACKING
519,POOR,CONCRETE,N Grant ST,q4631,70.0,LONGITUDINAL/TRANSVERSE CRACKING
520,POOR,CONCRETE,N Grant ST,q4631,70.0,LONGITUDINAL/TRANSVERSE CRACKING
521,POOR,CONCRETE,N Grant ST,q4631,70.0,WEATHERING
522,POOR,CONCRETE,N Grant ST,q4631,70.0,ALLIGATOR CRACKING
523,POOR,CONCRETE,N Grant ST,q4634,76.0,LONGITUDINAL/TRANSVERSE CRACKING
524,POOR,CONCRETE,N Grant ST,q4634,76.0,ALLIGATOR CRACKING
525,POOR,CONCRETE,N Grant ST,q4634,76.0,WEATHERING
526,POOR,CONCRETE,N Grant ST,q4634,76.0,LONGITUDINAL/TRANSVERSE CRACKING
527,POOR,CONCRETE,N Grant ST,q4634,76.0,ALLIGATOR CRACKING
528,POOR,CONCRETE,N Grant ST,q4634,76.0,WEATHERING
529,POOR,CONCRETE,N Grant ST,q4732,72.0,PATCH/UTILITY CUT
530,POOR,CONCRETE,N Grant ST,q4732,72.0,LONGITUDINAL/TRANSVERSE CRACKING
531,POOR,CONCRETE,N Grant ST,q4732,72.0,WEATHERING
532,POOR,CONCRETE,N Jackson ST,p4756,18.0,ALLIGATOR CRACKING
533,POOR,CONCRETE,N Jackson ST,p4756,18.0,EDGE CRACKING
534,POOR,CONCRETE,N Jackson ST,p4756,18.0,WEATHERING
535,POOR,CONCRETE,N Jackson ST,p4756,18.0,BLOCK CRACKING
536,POOR,CONCRETE,N Jackson ST,p4756,18.0,RUTTING
537,POOR,CONCRETE,N Jackson ST,p4757,55.0,ALLIGATOR CRACKING
538,POOR,CONCRETE,N Jackson ST,p4757,55.0,LONGITUDINAL/TRANSVERSE CRACKING
539,POOR,CONCRETE,N Jackson ST,p4757,55.0,WEATHERING
540,POOR,CONCRETE,N Jackson ST,p4757,55.0,ALLIGATOR CRACKING
541,POOR,CONCRETE,N Jackson ST,p4757,55.0,LONGITUDINAL/TRANSVERSE CRACKING
542,POOR,CONCRETE,N Jackson ST,p4757,55.0,WEATHERING
543,POOR,CONCRETE,N Jackson ST,p4757,55.0,ALLIGATOR CRACKING
544,POOR,CONCRETE,N Jackson ST,p4757,55.0,LONGITUDINAL/TRANSVERSE CRACKING
545,POOR,CONCRETE,N Jackson ST,p4757,55.0,PATCH/UTILITY CUT
546,POOR,CONCRETE,N Jordan AVE,r4623,71.0,LONGITUDINAL/TRANSVERSE CRACKING
547,POOR,CONCRETE,N Jordan AVE,r4623,71.0,WEATHERING
548,POOR,CONCRETE,N Jordan AVE,r4623,71.0,RAVELING
549,POOR,CONCRETE,N Jordan AVE,r4623,71.0,BLOCK CRACKING
550,POOR,CONCRETE,N Jordan AVE,r4623,71.0,ALLIGATOR CRACKING
551,POOR,CONCRETE,N Jordan AVE,r4623,71.0,BLOCK CRACKING
552,POOR,CONCRETE,N Jordan AVE,r4623,71.0,LONGITUDINAL/TRANSVERSE CRACKING
553,POOR,CONCRETE,N Jordan AVE,r4623,71.0,WEATHERING
554,POOR,CONCRETE,N Jordan AVE,r4623,71.0,ALLIGATOR CRACKING
555,POOR,CONCRETE,N Jordan AVE,r4623,71.0,WEATHERING
556,POOR,CONCRETE,N Jordan AVE,r4623,71.0,LONGITUDINAL/TRANSVERSE CRACKING
557,POOR,CONCRETE,N Jordan AVE,r4623,71.0,ALLIGATOR CRACKING
558,POOR,CONCRETE,N Jordan AVE,r4623,71.0,LONGITUDINAL/TRANSVERSE CRACKING
559,POOR,CONCRETE,N Kinser PIKE,o529,81.0,LONGITUDINAL/TRANSVERSE CRACKING
560,POOR,CONCRETE,N Kinser PIKE,o529,81.0,WEATHERING
561,POOR,CONCRETE,N Kinser PIKE,o529,81.0,ALLIGATOR CRACKING
562,POOR,CONCRETE,N Kinser PIKE,o529,81.0,ALLIGATOR CRACKING
563,POOR,CONCRETE,N Kinser PIKE,o529,81.0,PATCH/UTILITY CUT
564,POOR,CONCRETE,N Kinser PIKE,o529,81.0,LONGITUDINAL/TRANSVERSE CRACKING
565,POOR,CONCRETE,N Kinser PIKE,o529,81.0,WEATHERING
566,POOR,CONCRETE,N Kinser PIKE,o529,81.0,WEATHERING
